place_id,name_cln,text,unknown_uncertain,geog_name,address,settlement,region,country,continent,modern_french_region,name_n_ids
place_301,Rue Castiglione,Rue Castiglione,,,Rue Castiglione,Paris,Paris,France,,Ile-de-France,obj1735-pl-758
place_302,rue d’alger no 12,rue d’alger no 12,,,Rue d'Alger,Paris,Paris,France,,Ile-de-France,obj1667-pl-658
place_303,rue d’Artur,rue d’Artur,,,Rue d'Artur,Paris,Paris,France,,Ile-de-France,obj1870-pl-944
place_304,Rue de Bourbon,Rue de Bourbon,,,Rue de Bourbon,Paris,Paris,France,,Ile-de-France,obj955-pl-308
place_305,rue de Dominique,11 rue de Dominique,,,Rue de Dominique,Paris,Paris,France,,Ile-de-France,obj1464-pl-263 || obj1465-pl-264
place_306,Rue de Dragon,Rue de Dragon,,,Rue de Dragon,Paris,Paris,France,,Ile-de-France,obj761-pl-14
place_307,rue de la Madeline,41 rue de la Madeline,,,Rue de la Madeline,Paris,Paris,France,,Ile-de-France,obj1386-pl-119
place_308,rue de la victoire,20 rue de la victoire,,,Rue de la Victoire,Paris,Paris,France,,Ile-de-France,obj1559-pl-462
place_309,No. 24 rue de rivoli,No. 24 rue de rivoli,,,Rue de Rivoli,Paris,Paris,France,,Ile-de-France,obj1522-pl-372
place_310,Rue de Varcan,Rue de Varcan,,,Rue de Varcan,Paris,Paris,France,,Ile-de-France,obj1167-pl-635
place_311,Rue de Varenne,Rue de Varenne,,,Rue de Varenne,Paris,Paris,France,,Ile-de-France,obj1172-pl-643
place_312,Rue des Postes,Rue des Postes,,,Rue des Postes,Paris,Paris,France,,Ile-de-France,obj1120-pl-535
place_313,Rue Le Pelletier,16 Rue Le Pelletier,,,Rue Le Pelletier,Paris,Paris,France,,Ile-de-France,obj1345-pl-61
place_314,Rue Lepellelier,19 Rue Lepellelier,,,Rue Lepellelier,Paris,Paris,France,,Ile-de-France,obj1407-pl-151
place_315,Rue Monsieur La Prince,20 Rue Monsieur La Prince,,,Rue Monsieur La Prince,Paris,Paris,France,,Ile-de-France,obj1727-pl-749
place_316,Rue st Augar,40 Rue st Augar,,,Rue st Augar,Paris,Paris,France,,Ile-de-France,obj1486-pl-309
place_317,Rue St Honore,Rue St Honore,,,Rue St Honore,Paris,Paris,France,,Ile-de-France,obj1163-pl-629
place_318,Rue Tivoli,Rue Tivoli,,,Rue Tivoli,Paris,Paris,France,,Ile-de-France,obj1449-pl-231
place_319,Russia,Russia,,,,,,Russia,,,obj1257-pl-760 || obj1270-pl-789 || obj1279-pl-808
place_320,Salisbury,Salisbury,,,,Salisbury,Wiltshire,England,,,obj1137-pl-584
place_321,Salisbury,Salisbury,Salisbury,,,,,United States of America,,,obj1540-pl-428
place_322,Saratoga,Saratoga,,,,Saratoga,New York state,United States of America,,,obj1398-pl-138
place_323,Scotland,Scotland,,,,,,Scotland,,,obj769-pl-26 || obj908-pl-238 || obj952-pl-304 || obj1019-pl-394 || obj1564-pl-477 || obj1618-pl-562 || obj1723-pl-744
place_324,Senegal,Senegal,,,,,,Senegal,,,obj773-pl-41
place_325,Sidney,Sidney,,,Sidney Farm,Washington DC,District of Columbia,United States of America,,,obj1189-pl-667
place_326,S America,S America,,,,,,,South America,,obj1444-pl-219
place_327,South America,South America,,,,,,,South America,,obj773-pl-40 || obj1215-pl-705
place_328,Columbia,Columbia,,,,Columbia,South Carolina,United States of America,,,obj1330-pl-45 || obj1358-pl-79 || obj1530-pl-391 || obj1663-pl-649 || obj1755-pl-790
place_329,Columbia SC,Columbia SC,,,,Columbia,South Carolina,United States of America,,,obj1358-pl-83
place_330,Lexington (SC) district,Lexington (SC) district,,,,Lexington district,South Carolina,United States of America,,,obj1530-pl-395
place_331,S Carolina,S Carolina,,,,,South Carolina,United States of America,,,obj1333-pl-54
place_332,S. Carolina,S. Carolina,,,,,South Carolina,United States of America,,,obj958-pl-311 || obj1330-pl-44
place_333,"Columbia, S.C","Columbia, [S.C]",,,,Columbia,South Carolina,United States of America,,,obj1319-pl-19
place_334,"Charleston, SC","Charleston, SC",,,,Charleston,South Carolina,United States of America,,,obj1332-pl-46
place_335,"Columbia, SC","Columbia, SC",,,,Columbia,South Carolina,United States of America,,,obj1330-pl-35
place_336,SC,SC,,,,,South Carolina,United States of America,,,obj1530-pl-394
place_337,"Charleston, South Carolina","Charleston, South Carolina",,,,Charleston,South Carolina,United States of America,,,obj925-pl-258 || obj1405-pl-146
place_338,"Columbia, South Carolina","Columbia, South Carolina",,,,Columbia,South Carolina,United States of America,,,obj1432-pl-192
place_339,South Carolina,South Carolina,,,,,South Carolina,United States of America,,,obj1321-pl-23 || obj1836-pl-895
place_340,"Granada, Spain","Granada, Spain",,,,Granada,,Spain,,,obj1560-pl-464
place_341,Spain,Spain,,,,,,Spain,,,obj879-pl-192 || obj1528-pl-388 || obj1587-pl-516 || obj1847-pl-923
place_342,St Cloud,St Cloud,St Cloud,,,,,,,,obj801-pl-80
place_343,St Croix,St Croix,,,,St Croix,,Virgin Islands,,,obj1747-pl-778
place_344,St Germain,St Germain,,,St Germain,Paris,Paris,France,,Ile-de-France,obj952-pl-303 || obj1654-pl-624
place_345,St Helena,St Helena,,,,,,St Helena,,,obj1661-pl-635
place_346,St Louis,St Louis,,,,St Louis,Missouri,United States of America,,,obj1322-pl-26 || obj1517-pl-358 || obj1544-pl-431 || obj1544-pl-434
place_347,St Roch,St Roch,,,St Roch,Paris,Paris,France,,Ile-de-France,obj1154-pl-620
place_348,St Sulphice,St Sulphice,,,St Sulpice,Paris,Paris,France,,Ile-de-France,obj1862-pl-938
place_349,St Thomas,St Thomas,,,,St Thomas,,Virgin Islands,,,obj1747-pl-779
place_350,Stanley,Stanley,Stanley,,,,,,,,obj1237-pl-724
place_351,Staten Island,Staten Island,,,Staten Island,New York,New York state,United States of America,,,obj849-pl-146
place_352,Suisse,Suisse,,,,,,Switzerland,,,obj1402-pl-142
place_353,Switzerland,Switzerland,,,,,,Switzerland,,,obj773-pl-38 || obj1103-pl-523 || obj1402-pl-143 || obj1547-pl-444
place_354,Talamanca,Talamanca,,,,,Talamanca,Costa Rica,,,obj1596-pl-530
place_355,Taunton,Taunton,,,,Taunton,Massachusetts,United States of America,,,obj1661-pl-637
place_356,"Nashville, Tennessee","Nashville, Tennessee",,,,Nashville,Tennessee,United States of America,,,obj1645-pl-599
place_357,Tennessee,Tennessee,,,,,Tennessee,United States of America,,,obj1622-pl-568
place_358,Texas,Texas,,,,,Texas,United States of America,,,obj1122-pl-541 || obj1541-pl-428 || obj1757-pl-796 || obj1781-pl-845 || obj1783-pl-851
place_359,the Doubs,the Doubs,,,,,Doubs,France,,Bourgogne-France-Comte,obj1827-pl-888
place_360,the Floridas,the Floridas,,the Floridas,,,Florida,United States of America,,,obj908-pl-237
place_361,the Guianes,the Guianes,,,,,,The Guianas,,,obj1477-pl-293
place_362,the Hague,the Hague,,,,The Hague,,Netherlands,,,obj1754-pl-788
place_363,the Haute Saône,the Haute Saône,,,,,Haute Saône,France,,Bourgogne-France-Comte,obj1827-pl-889
place_364,the Ohio,the Ohio,,the Ohio,,,,,,,obj1145-pl-607
place_365,the other Asia,the other Asia,the other Asia,,,,,,,,obj1122-pl-544
place_366,the Potomac,the Potomac,,the Potomac,,,,,,,obj1194-pl-675
place_367,Tinnespan,Tinnespan,Tinnespan,,,,,,,,obj1838-pl-900
place_368,Tobasco,Tobasco,,,,,Tabasco,Mexico,,,obj1427-pl-182 || obj1492-pl-316
place_369,Toulon,Toulon,,,,Toulon,Var,France,,Bourgogne-France-Comte,obj1447-pl-227
place_370,Tripoli,Tripoli,,,,Tripoli,,Libya,,,obj1797-pl-864
place_371,Turkey,Turkey,,,,,,Turkey,,,obj1547-pl-445
place_372,United States,United States,,,,,,United States of America,,,obj806-pl-90 || obj807-pl-96 || obj853-pl-153 || obj874-pl-187 || obj1015-pl-388 || obj1043-pl-434 || obj1090-pl-482 || obj1151-pl-615 || obj1158-pl-625 || obj1171-pl-642 || obj1235-pl-719 || obj1257-pl-759 || obj1330-pl-36 || obj1340-pl-a11 || obj1349-pl-67 || obj1358-pl-82 || obj1478-pl-296 || obj1779-pl-843 || obj1791-pl-862 || obj1815-pl-868 || obj1829-pl-891 || obj1836-pl-894 || obj1843-pl-907 || obj1844-pl-914 || obj1845-pl-916 || obj1846-pl-918 || obj1847-pl-926 || obj1848-pl-927 || obj1850-pl-932 || obj1858-pl-936 || obj1890-pl-949
place_373,US,US,,,,,,United States of America,,,obj755-pl-6 || obj769-pl-29 || obj770-pl-31 || obj773-pl-39 || obj780-pl-49 || obj798-pl-72 || obj801-pl-78 || obj808-pl-98 || obj863-pl-171 || obj877-pl-190 || obj1279-pl-809 || obj1398-pl-140 || obj1430-pl-189 || obj1467-pl-268 || obj1541-pl-429 || obj1560-pl-470 || obj1572-pl-494 || obj1586-pl-513
place_374,"Virginia, US","Virginia, US",,,,,Virginia,United States of America,,,obj1627-pl-575
place_375,Valladolid,Valladolid,,,,Valladolid,,Spain,,,obj1838-pl-899
place_376,"Burlington, Vermont","Burlington, Vermont",,,,Burlington,Vermont,United States of America,,,obj1413-pl-159
place_377,Vermont,Vermont,,,,,Vermont,United States of America,,,obj1191-pl-669 || obj1558-pl-460
place_378,Rue de Reservoir a Versailles,Rue de Reservoir a Versailles,,,Rue de Reservoir,Versailles,Yvelines,France,,Ile-de-France,obj1102-pl-514
place_379,Versailles,Versailles,,,,Versailles,Yvelines,France,,Ile-de-France,obj866-pl-177 || obj1102-pl-516 || obj1103-pl-520 || obj1156-pl-622 || obj1768-pl-819 || obj1769-pl-821 || obj1771-pl-825 || obj1771-pl-826 || obj1772-pl-830 || obj1876-pl-947
place_380,Vienna,Vienna,,,,Vienna,,Austria,,,obj1122-pl-543 || obj1524-pl-375 || obj1588-pl-518 || obj1668-pl-659
place_381,city of Richmond,city of Richmond,,,,Richmond,Virginia,United States of America,,,obj1010-pl-381
place_382,"Jefferson County, VA","Jefferson County, VA",,,,Jefferson County,Virginia,United States of America,,,obj1621-pl-565
place_383,"Lexington, VA","Lexington, VA",,,,Lexington,Virginia,United States of America,,,obj1436-pl-197 || obj1519-pl-363
place_384,"Richmond, VA","Richmond, VA",,,,Richmond,Virginia,United States of America,,,obj1533-pl-410 || obj1534-pl-413 || obj1576-pl-501 || obj1626-pl-573
place_385,VA,VA,,,,,Virginia,United States of America,,,obj1530-pl-393 || obj1533-pl-411 || obj1534-pl-415 || obj1547-pl-442 || obj1585-pl-511 || obj1588-pl-519 || obj1617-pl-561 || obj1627-pl-577 || obj1893-pl-956
place_386,"Burlington, Virginia","Burlington, Virginia",,,,Burlington,Virginia,United States of America,,,obj1597-pl-531
place_387,Virginia,Virginia,,,,,Virginia,United States of America,,,obj942-pl-274 || obj998-pl-367 || obj1011-pl-386 || obj1095-pl-491 || obj1165-pl-632 || obj1203-pl-683 || obj1209-pl-694 || obj1259-pl-765 || obj1294-pl-837 || obj1358-pl-81 || obj1422-pl-170 || obj1426-pl-179 || obj1438-pl-200 || obj1455-pl-246 || obj1598-pl-534 || obj1836-pl-897
place_388,Wheeling Virginia,Wheeling Virginia,,,,Wheeling,Virginia,United States of America,,,obj1288-pl-826
place_389,Wales,Wales,,,,,,Wales,,,obj1137-pl-586
place_390,Warsaw,Warsaw,,,,Warsaw,,Poland,,,obj1271-pl-795
place_391,Washington,Washington,,,,Washington DC,District of Columbia,United States of America,,,obj853-pl-155 || obj900-pl-224 || obj952-pl-294 || obj1004-pl-376 || obj1019-pl-395 || obj1080-pl-474 || obj1145-pl-601 || obj1151-pl-616 || obj1152-pl-617 || obj1158-pl-626 || obj1173-pl-644 || obj1203-pl-684 || obj1215-pl-701 || obj1216-pl-706 || obj1250-pl-741 || obj1260-pl-771 || obj1271-pl-793 || obj1274-pl-800 || obj1281-pl-815 || obj1322-pl-24 || obj1438-pl-201 || obj1547-pl-441 || obj1550-pl-450 || obj1574-pl-497 || obj1581-pl-508 || obj1598-pl-535 || obj1663-pl-648 || obj1663-pl-651 || obj1669-pl-663 || obj1671-pl-668 || obj1688-pl-689 || obj1693-pl-698 || obj1695-pl-702 || obj1695-pl-703 || obj1719-pl-735 || obj1783-pl-850 || obj1791-pl-861 || obj1804-pl-866 || obj1838-pl-898 || obj1891-pl-950
place_392,Treasury Department,Treasury Department,,,Treasury Department,Washington DC,District of Columbia,United States of America,,,obj989-pl-354
place_393,Washington City,Washington City,,,,Washington DC,District of Columbia,United States of America,,,obj1382-pl-115 || obj1571-pl-489
place_394,Washington DC,[Washington DC],,,,Washington DC,District of Columbia,United States of America,,,obj1379-pl-109
place_395,Washington DC,Washington DC,,,,Washington DC,District of Columbia,United States of America,,,obj1071-pl-461 || obj1484-pl-308
place_396,West Indies,West Indies,,,,,,West Indies,,,obj836-pl-124
place_397,West Point,West Point,,,,West Point,New York state,United States of America,,,obj1096-pl-494 || obj1097-pl-496 || obj1097-pl-497 || obj1622-pl-567 || obj1635-pl-590
place_398,Williamsburg,Williamsburg,,,,Williamsburg,Virginia,United States of America,,,obj1010-pl-380 || obj1095-pl-490
